X,y
1.464238453215857,6.412696586767543
1.5679719789214064,5.575042509037328
4.132412465811603,9.818995800328382
5.229609500232226,10.848233217711908
6.7867838434601815,15.387093548694143
5.448845199940412,13.28617673805609
2.7131447005593,9.920023634895113
4.484247797652884,9.143736906910405
9.792012907041705,23.582225624124504
4.131491633412866,7.799312135405573
5.477538938882796,15.124013017373816
9.630280480519641,23.109543838510422
4.216742301435876,9.701968686962893
2.188574018738559,6.296126935410287
1.1518455659311932,6.424253353974742
3.8342607805154927,7.947889984600147
3.193635329291018,8.816794794993408
1.4811694906027273,6.138549178170554
1.7302153873780024,7.498820199323657
4.986088219692537,10.722655907057458
7.9454029689797245,16.499371356115482
3.92957700803632,8.069213514720381
7.870339656980889,14.585382128400008
9.11792118269572,18.003647377824294
0.5942681775008085,5.142642389906868
8.685298954049502,17.312012494113237
1.8098199430102302,5.938320676935995
3.724602713126781,9.830629341066459
0.2921541292210894,4.020106588884709
2.3886296985419095,6.5824369610464695
0.6469262518456276,5.824102772685728
9.306322884323258,20.676883985688995
5.353611192587487,9.776278050324093
3.297828814731437,8.93660197764303
3.389677555894721,7.184608072812986
9.763542597141356,16.070272015505694
9.780660342433066,16.008194076105532
5.660143942298902,11.521803502955645
1.212482287318608,5.237230118795797
9.453248737262603,22.691379477435756
3.3681356660593154,8.868742963055064
3.7824308901128267,9.058774034196865
8.858420143042872,14.350360112655892
2.2209411189185078,7.595793331813418
5.963776937627461,13.907088346752674
4.406254096237738,9.235604257253112
6.447934406616097,10.577811698249498
4.26763684216569,10.890890418304533
8.948884089252177,15.935833506444297
9.885274817186694,14.867837165618669
4.4533422264255265,10.945108944968394
2.4958245679763746,7.901409702175954
0.644330893770948,4.24073552496249
7.690016423614693,17.967520874818984
2.976772875986141,7.22913889479719
0.9766457166407083,4.2248268088409535
6.086598990797202,13.529785534260917
4.558098109181956,11.166313401748386
1.6734854679091415,5.904286900095036
4.2419264104070535,11.302197390700401
9.901092375601284,13.320525020648208
7.484480107220174,14.192508295289043
0.9997816242263247,3.6311820196084597
2.074832183906301,7.636323027208629
8.850400903577539,14.348828470575384
4.634822951886176,12.043786643649163
6.200690617449923,13.888132884958939
8.075640903986752,13.054191022254912
3.1013859693350976,8.662190834592636
2.0774189260904796,6.296970603962486
5.450616003836753,11.1174366603683
6.823683144911734,14.16286562747412
2.4441935051094887,8.759362769989107
2.560526940077094,8.005808036497939
7.639237163790814,14.169841016903055
5.999683434788149,12.04412384373112
8.65012493116768,15.834498621965391
1.6002456463146186,6.524646168325679
5.673438030632548,15.490358058882741
9.560355199075994,15.657671853045732
5.257592711652814,11.387384732955432
7.920100846385819,14.171968937178821
7.5344112117185436,17.68218302488861
1.9984789849611728,7.280925865872636
4.61841830342833,13.818923743558873
8.770144487048443,17.132826183573997
5.125873557609809,10.402787768031406
5.500108756815603,9.644210821986993
9.404731398681477,13.81879400943205
9.248153584309408,17.065251021916016
6.870074695033097,11.086222387048606
1.1087589394836983,4.887333561588026
9.390147680476503,23.287799095770772
2.7044196595251933,9.16055232248394
3.448109676357732,7.791400092206812
5.45864303077475,10.989443980874093
6.824610778920279,13.293214299844374
0.04983898213709037,3.687101558596449
5.8337624515815145,9.039592211156936
5.756389555007784,12.276955017670268
